2,,283336,380
3,,283426,262,28
4,,283426,42,28,220
5,,223,283236,215,5,37
6,,274970,5,29,178,198,8336
7,,274957,179,5,8312,30,198,35
8,,928,275301,3,101,29,7253,67,34
9,,8346,67,34,950,6,3,101,60,274149
10,,456,274253,24,6,66,8423,391,3,60,34
11,,274229,49,6,34,25,59,8436,3,81,334,460
12,,274143,95,6,77,24,3,34,382,59,3,530,8360
13,,8367,95,274133,25,6,4,59,515,3,388,3,77,41
14,,516,267041,385,95,6,3,41,14364,25,1111,4,3,45,77
15,,267030,377,6,6,14369,3,96,4,44,1,1112,524,79,41,24
16,,14345,3,96,84,44,18,266874,4,6,1147,1,39,488,77,6,484
17,,3778,3,239,100,6,44,264697,55,4,1061,3,72,40,300,19,13294,1
18,,14535,3,315,84,1,98,3722,263169,6,195,55,2,58,1404,19,4,39,7
19,,14483,3,80,19,1,1372,58,4,263452,6,84,289,85,2,55,39,7,912,2765
20,,13491,85,915,19,2948,1248,3,264354,91,1,39,7,9,69,291,4,55,84,1,2
21,,263364,3,1,85,4,7,91,2,2815,1369,1,58,82,55,291,39,14476,940,2,22,9
22,,922,81,7,4,39,3155,8,82,89,55,22,264102,4,21,13458,288,1,118,1,2,2,1255
23,,3049,146,3,7,259662,4,215,8,17,1,283,16400,36,1,954,39,2,81,86,2563,8,24,127
