2,104063157.7
3,90373680.83
4,78985394.68
5,70800190.9
6,65023815.14
7,60006999.72
8,55497511.45
9,51169283.2
10,47409615.71
11,44355413.37
12,41774833.11
13,39759666.35
14,37867070.35
15,36207144.07
16,34673005.24
17,33106413.83
18,31598748.67
19,30250144.63
20,29162101.47
21,28248086.13
22,27266018.24
23,26590082.55
