3,81140964.7743
4,71075091.6377
5,64826287.2499
6,60176360.8751
7,56039822.5493
8,52615009.5659
9,49256913.7539
10,46690413.2649
11,44098468.7377
12,42428854.6355
13,40758904.6695
14,39088689.8849
