2,786696852.254
3,684198565.319
4,593659727.579
5,525628755.057
6,471168940.89
7,427480490.082
8,385757692.249
9,349224713.348
10,311624145.305
11,275036958.471
12,249744931.857
13,232593025.857
14,217273877.906
15,203906065.529
16,190576309.789
17,177319489.391
18,165242337.374
19,155579602.804
20,147634900.495
21,140315697.961
22,133538977.803
23,127475820.833
