2,625639713.999
3,524105220.593
4,435792618.514
5,369634887.175
6,317843737.714
7,276947593.734
8,236536278.211
9,200446718.529
10,177254688.789
11,159303767.227
12,145135659.018
13,131351007.499
14,117832616.781
15,107190511.28
16,97124156.8563
17,89376354.3524
18,83344266.4448
19,77154291.0896
20,72584097.2147
21,69087627.1635
22,66040086.6157
23,62354306.3169
