2,85507541.0759
3,71843292.3706
4,60532739.2391
5,52952185.1586
6,47232391.293
7,42358827.4172
8,37878460.2275
9,33621731.1355
10,30259785.2652
11,27241409.2819
12,24774017.447
13,22807667.7671
14,20956375.7993
15,19221142.9222
16,17621653.6409
17,16384083.9547
18,15483501.5082
19,14590638.1461
20,13711027.3055
21,12924723.4979
22,12235936.3571
23,11638959.5624
